iter	RMSE
119	0.3458205115
120	0.3445921122
121	0.343437397
122	0.3422965061
123	0.3419549797
124	0.3402467758
125	0.3391237248
126	0.3386032614
127	0.3380868846
128	0.3365068355
129	0.3348286439
130	0.3332638222
131	0.3317063137
132	0.3306603249
133	0.3297073429
134	0.3291069681
135	0.3275688866
136	0.3266609198
137	0.3261782472
138	0.3251613202
139	0.3236416787
140	0.3231916242
141	0.3226976471
142	0.3217411242
143	0.320717187
144	0.320141942
145	0.3191418522
146	0.3176503427
147	0.3160735677
148	0.3145963979
149	0.3136670124
150	0.3122010896
151	0.3106521401
152	0.3096536728
153	0.3082065063
154	0.306678593
155	0.3056916561
156	0.3047475872
157	0.3042198921
158	0.303690052
159	0.3021871135
160	0.3010969236
161	0.3006481473
162	0.299794895
163	0.2993603891
164	0.2978797788
165	0.2964069131
166	0.2955150395
167	0.2945831395
168	0.2936582203
169	0.2922858085
170	0.2917810866
171	0.2909951443
172	0.2900734819
173	0.2891718279
174	0.2882383896
175	0.2868175764
176	0.2854771344
177	0.284142957
178	0.2833535984
179	0.2819575298
180	0.2805687149
181	0.2791871125
182	0.2778823315
183	0.2765836484
184	0.2752220347
185	0.2739357845
186	0.2731424156
187	0.2717987327
188	0.2705284813
189	0.2691980082
190	0.2684817771
191	0.2671618413
192	0.2658487378
193	0.2645424284
194	0.2633060894
195	0.2620126092
196	0.2612956695
197	0.260012646
198	0.2587362496
199	0.2574664431
200	0.2567341509
201	0.2555343038
202	0.2542810923
203	0.2530343402
204	0.2517940112
205	0.2505600695
206	0.2493324794
207	0.2481112055
208	0.2468962125
209	0.2456874655
210	0.2444849297
211	0.2432885705
212	0.2426070231
213	0.2414206474
214	0.2402403555
215	0.2391175921
216	0.2380000761
217	0.2368367841
218	0.2356794525
219	0.2345780045
220	0.2334319813
221	0.232291825
222	0.2311575033
223	0.2300289838
224	0.2289062345
225	0.2277892236
226	0.2266779193
227	0.2255722903
228	0.2245180782
229	0.223423234
230	0.2223339764
231	0.2212502747
232	0.2201720984
233	0.219099417
234	0.2180322006
235	0.2169704189
236	0.2159140424
237	0.2148630412
238	0.2138588787
239	0.2128181104
240	0.2117826339
241	0.2107524204
242	0.2097674689
243	0.2087472798
244	0.2077322719
245	0.2067224169
246	0.2057562997
247	0.2047562651
248	0.2037613036
249	0.2028090252
250	0.2018611972
251	0.2009177989
252	0.1999416972
253	0.1989705434
254	0.1980043106
255	0.1970429721
256	0.1961220918
257	0.1952055152
258	0.1942579635
259	0.1933152079
260	0.1924117493
261	0.191512513
262	0.1906174792
263	0.1897266284
264	0.188839941
265	0.1879573975
266	0.1870454086
267	0.1861380323
268	0.1852352437
269	0.1843370179
270	0.1834433302
271	0.182554156
272	0.181669471
273	0.1808204387
274	0.1799753743
275	0.1791342594
276	0.1782663228
277	0.1774027649
278	0.1765435622
279	0.1757184858
280	0.17486761
281	0.1740210223
282	0.173207735
283	0.172369349
284	0.1715351852
285	0.170705221
286	0.1698794338
287	0.169057801
288	0.1682403005
289	0.1674540294
290	0.1666444403
291	0.16583892
292	0.1650374467
293	0.1642399988
294	0.1634465547
295	0.1626826872
296	0.1619223896
297	0.1611402897
298	0.160362114
299	0.1595878413
300	0.158817451
301	0.1580509222
302	0.1572882344
303	0.1565531479
304	0.1558214967
305	0.1550697059
306	0.1543216798
307	0.1535773983
308	0.1528368415
309	0.1520999895
310	0.1513891502
311	0.1506594099
312	0.149933318
313	0.1492108551
314	0.148492002
315	0.1477980247
316	0.1471072906
317	0.1463986981
318	0.1456936439
319	0.1450127447
320	0.1443350276
321	0.1436400349
322	0.1429485104
323	0.1422804405
324	0.1416154929
325	0.1409338347
326	0.1402555761
327	0.1395806993
328	0.1389283689
329	0.1382599941
330	0.1375949497
331	0.1369332182
332	0.1362932608
333	0.1356562942
334	0.1350223045
335	0.1343912777
336	0.1337632001
337	0.1331380578
338	0.132515837
339	0.1318965243
340	0.1312801058
341	0.1306665683
342	0.130055898
343	0.129430531
344	0.1288082773
345	0.1282062919
346	0.1276071197
347	0.1270107479
348	0.1264171631
349	0.1258263525
350	0.125238303
351	0.1246530018
352	0.124070436
353	0.1234905928
354	0.1229134595
355	0.1223390234
356	0.121767272
357	0.1211981926
358	0.1206317729
359	0.1200680003
360	0.1195068625
361	0.1189483471
362	0.118392442
363	0.1178391349
364	0.1172884137
365	0.1167402663
366	0.1161946807
367	0.1156361551
368	0.1150957295
369	0.1145578296
370	0.1140224436
371	0.1134895597
372	0.1129591662
373	0.1124312515
374	0.1119058041
375	0.1113828123
376	0.1108622647
377	0.1103441499
378	0.1098284565
379	0.1093151732
380	0.1088042887
381	0.1082957919
382	0.1077896715
383	0.1072859164
384	0.1067845157
385	0.1062854583
386	0.1057887332
387	0.1052943295
388	0.1048022364
389	0.1043124432
390	0.103824939
391	0.1033397131
392	0.102856755
393	0.1023760539
394	0.1018975994
395	0.101421381
396	0.1009473881
397	0.1004756105
398	0.1000060377
399	0.09953865951
400	0.09907346558
401	0.09861044573
402	0.0981495898
403	0.09769088769
404	0.09723432932
405	0.09677990467
406	0.09632760378
407	0.09587741671
408	0.0954293336
409	0.0949833446
410	0.09453943993
411	0.09409760985
412	0.09365784467
413	0.09322013472
414	0.09278447041
415	0.09235084218
416	0.09191924052
417	0.09148965594
418	0.09106207902
419	0.09063650039
420	0.0902129107
421	0.08979130065
422	0.089371661
423	0.08895398254
424	0.08853825609
425	0.08812447255
426	0.08771262282
427	0.08730269787
428	0.0868946887
429	0.08648858637
430	0.08608438195
431	0.08568206659
432	0.08528163144
433	0.08488306773
434	0.08448636671
435	0.08409151966
436	0.08369851794
437	0.08330735291
438	0.08291801599
439	0.08253049863
440	0.08214479234
441	0.08176088865
442	0.08137877913
443	0.0809984554
444	0.08061990911
445	0.08024313196
446	0.07986811568
447	0.07949485203
448	0.07912333283
449	0.07875354993
450	0.07838549521
451	0.07801916059
452	0.07765453804
453	0.07729161955
454	0.07693039716
455	0.07657086294
456	0.07621300901
457	0.0758568275
458	0.07550231061
459	0.07514945056
460	0.0747982396
461	0.07444867002
462	0.07410073415
463	0.07375442437
464	0.07340973306
465	0.07306665266
466	0.07272517566
467	0.07238529454
468	0.07204700186
469	0.07171029019
470	0.07137515215
471	0.07104158037
472	0.07070956754
473	0.07037910637
474	0.07005018961
475	0.06972281004
476	0.06939696048
477	0.06907263378
478	0.06874982282
479	0.06842852052
480	0.06810871982
481	0.06779041372
482	0.06747359521
483	0.06715825736
484	0.06684439324
485	0.06653199596
486	0.06622105867
487	0.06591157455
488	0.0656035368
489	0.06529693867
490	0.06499177342
491	0.06468803436
492	0.06438571483
493	0.06408480818
494	0.06378530783
495	0.06348720719
496	0.06319049972
497	0.06289517891
498	0.06260123829
499	0.0623086714
500	0.06201747182
501	0.06172763316
502	0.06143914906
503	0.06115201319
504	0.06086621925
505	0.06058176097
506	0.06029863211
507	0.06001682644
508	0.0597363378
509	0.05945716002
510	0.05917928698
511	0.05890271258
512	0.05862743075
513	0.05835343544
514	0.05808072066
515	0.05780928041
516	0.05753910873
517	0.0572701997
518	0.05700254742
519	0.05673614601
520	0.05647098962
521	0.05620707245
522	0.05594438869
523	0.05568293259
524	0.0554226984
525	0.05516368041
526	0.05490587295
527	0.05464927035
528	0.05439386698
529	0.05413965723
530	0.05388663554
531	0.05363479635
532	0.05338413412
533	0.05313464337
534	0.05288631861
535	0.05263915439
536	0.0523931453
537	0.05214828593
538	0.05190457091
539	0.0516619949
540	0.05142055256
541	0.0511802386
542	0.05094104775
543	0.05070297476
544	0.05046601441
545	0.05023016148
546	0.04999541082
547	0.04976175726
548	0.04952919569
549	0.04929772099
550	0.04906732808
551	0.04883801192
552	0.04860976747
553	0.04838258972
554	0.04815647368
555	0.0479314144
556	0.04770740693
557	0.04748444636
558	0.04726252779
559	0.04704164637
560	0.04682179723
561	0.04660297556
562	0.04638517655
563	0.04616839542
564	0.04595262742
565	0.04573786781
566	0.04552411188
567	0.04531135494
568	0.04509959232
569	0.04488881937
570	0.04467903147
571	0.04447022402
572	0.04426239242
573	0.04405553213
574	0.04384963859
575	0.0436447073
576	0.04344073376
577	0.04323771349
578	0.04303564203
579	0.04283451495
580	0.04263432784
581	0.04243507631
582	0.04223675598
583	0.04203936249
584	0.04184289153
585	0.04164733877
586	0.04145269993
587	0.04125897074
588	0.04106614693
589	0.04087422429
590	0.0406831986
591	0.04049306567
592	0.04030382132
593	0.04011546141
594	0.0399279818
595	0.03974137837
596	0.03955564704
597	0.03937078372
598	0.03918678436
599	0.03900364492
600	0.03882136138
601	0.03863992975
602	0.03845934603
603	0.03827960627
604	0.03810070653
605	0.03792264288
606	0.0377454114
607	0.03756900822
608	0.03739342946
609	0.03721867126
610	0.0370447298
611	0.03687160125
612	0.03669928182
613	0.03652776772
614	0.0363570552
615	0.0361871405
616	0.03601801989
617	0.03584968967
618	0.03568214615
619	0.03551538563
620	0.03534940447
621	0.03518419903
622	0.03501976567
623	0.0348561008
624	0.03469320081
625	0.03453106213
626	0.03436968121
627	0.0342090545
628	0.03404917848
629	0.03389004964
630	0.03373166449
631	0.03357401956
632	0.03341711137
633	0.0332609365
634	0.03310549151
635	0.03295077299
636	0.03279677755
637	0.03264350181
638	0.0324909424
639	0.03233909598
640	0.03218795921
641	0.03203752878
642	0.03188780139
643	0.03173877375
644	0.03159044259
645	0.03144280465
646	0.0312958567
647	0.03114959551
648	0.03100401787
649	0.03085912059
650	0.03071490049
651	0.0305713544
652	0.03042847917
653	0.03028627167
654	0.03014472878
655	0.03000384739
656	0.02986362441
657	0.02972405675
658	0.02958514137
659	0.02944687521
660	0.02930925524
661	0.02917227843
662	0.02903594179
663	0.02890024231
664	0.02876517703
665	0.02863074297
666	0.02849693719
667	0.02836375675
668	0.02823119873
669	0.02809926022
670	0.02796793833
671	0.02783723016
672	0.02770713287
673	0.02757764358
674	0.02744875946
675	0.02732047768
676	0.02719279543
677	0.02706570989
678	0.0269392183
679	0.02681331786
680	0.02668800582
681	0.02656327942
682	0.02643913593
683	0.02631557263
684	0.02619258679
685	0.02607017574
686	0.02594833677
687	0.02582706722
688	0.02570636442
689	0.02558622572
690	0.02546664849
691	0.02534763011
692	0.02522916796
693	0.02511125944
694	0.02499390196
695	0.02487709296
696	0.02476082987
697	0.02464511013
698	0.0245299312
699	0.02441529057
700	0.0243011857
701	0.02418761411
702	0.02407457329
703	0.02396206077
704	0.02385007408
705	0.02373861076
706	0.02362766836
707	0.02351724445
708	0.0234073366
709	0.02329794242
710	0.02318905948
711	0.02308068541
712	0.02297281782
713	0.02286545436
714	0.02275859265
715	0.02265223037
716	0.02254636517
717	0.02244099473
718	0.02233611674
719	0.0222317289
720	0.02212782891
721	0.0220244145
722	0.0219214834
723	0.02181903334
724	0.02171706209
725	0.0216155674
726	0.02151454704
727	0.0214139988
728	0.02131392048
729	0.02121430987
730	0.02111516479
731	0.02101648307
732	0.02091826253
733	0.02082050103
734	0.02072319642
735	0.02062634656
736	0.02052994932
737	0.0204340026
738	0.02033850429
739	0.02024345229
740	0.02014884451
741	0.02005467889
742	0.01996095334
743	0.01986766583
744	0.01977481429
745	0.01968239669
746	0.01959041101
747	0.01949885522
748	0.01940772732
749	0.01931702531
750	0.01922674719
751	0.01913689098
752	0.01904745472
753	0.01895843644
754	0.01886983419
755	0.01878164601
756	0.01869386999
757	0.01860650419
758	0.01851954669
759	0.01843299558
760	0.01834684898
761	0.01826110498
762	0.0181757617
763	0.01809081728
764	0.01800626984
765	0.01792211754
766	0.01783835852
767	0.01775499095
768	0.017672013
769	0.01758942285
770	0.01750721868
771	0.01742539869
772	0.01734396109
773	0.01726290408
774	0.0171822259
775	0.01710192477
776	0.01702199892
777	0.01694244661
778	0.01686326608
779	0.0167844556
780	0.01670601345
781	0.01662793789
782	0.01655022723
783	0.01647287974
784	0.01639589373
785	0.01631926752
786	0.01624299942
787	0.01616708776
788	0.01609153088
789	0.01601632711
790	0.0159414748
791	0.01586697232
792	0.01579281802
793	0.01571901029
794	0.01564554749
795	0.01557242802
796	0.01549965028
797	0.01542721266
798	0.01535511358
799	0.01528335146
800	0.01521192471
801	0.01514083178
802	0.0150700711
803	0.01499964113
804	0.0149295403
805	0.01485976709
806	0.01479031997
807	0.01472119741
808	0.01465239789
809	0.01458391991
810	0.01451576196
811	0.01444792254
812	0.01438040018
813	0.01431319337
814	0.01424630066
815	0.01417972058
816	0.01411345165
817	0.01404749243
818	0.01398184148
819	0.01391649734
820	0.01385145859
821	0.0137867238
822	0.01372229154
823	0.01365816041
824	0.013594329
825	0.0135307959
826	0.01346755972
827	0.01340461908
828	0.01334197259
829	0.01327961888
830	0.01321755658
831	0.01315578433
832	0.01309430077
833	0.01303310456
834	0.01297219434
835	0.01291156879
836	0.01285122657
837	0.01279116636
838	0.01273138685
839	0.01267188671
840	0.01261266465
841	0.01255371936
842	0.01249504955
843	0.01243665393
844	0.01237853123
845	0.01232068016
846	0.01226309946
847	0.01220578787
848	0.01214874412
849	0.01209196696
850	0.01203545515
851	0.01197920745
852	0.01192322262
853	0.01186749944
854	0.01181203668
855	0.01175683313
856	0.01170188757
857	0.0116471988
858	0.01159276561
859	0.01153858682
860	0.01148466123
861	0.01143098767
862	0.01137756495
863	0.0113243919
864	0.01127146735
865	0.01121879015
866	0.01116635913
867	0.01111417315
868	0.01106223106
869	0.01101053172
870	0.010959074
871	0.01090785677
872	0.0108568789
873	0.01080613927
874	0.01075563678
875	0.01070537031
876	0.01065533876
877	0.01060554104
878	0.01055597604
879	0.01050664269
880	0.01045753989
881	0.01040866658
882	0.01036002167
883	0.01031160411
884	0.01026341283
885	0.01021544677
886	0.01016770488
887	0.01012018611
888	0.01007288942
889	0.01002581377
890	0.009978958124
891	0.009932321463
892	0.009885902758
893	0.00983970099
894	0.009793715147
895	0.009747944218
896	0.0097023872
897	0.009657043093
898	0.009611910901
899	0.009566989635
900	0.009522278308
901	0.00947777594
902	0.009433481553
903	0.009389394176
904	0.009345512842
905	0.009301836587
906	0.009258364453
907	0.009215095486
908	0.009172028736
909	0.009129163259
910	0.009086498114
911	0.009044032364
912	0.009001765078
913	0.008959695329
914	0.008917822192
915	0.008876144749
916	0.008834662086
917	0.008793373292
918	0.008752277461
919	0.008711373692
920	0.008670661086
921	0.008630138751
922	0.008589805797
923	0.008549661339
924	0.008509704496
925	0.008469934391
926	0.008430350152
927	0.00839095091
928	0.0083517358
929	0.008312703962
930	0.00827385454
931	0.00823518668
932	0.008196699534
933	0.008158392258
934	0.008120264011
935	0.008082313957
936	0.008044541262
937	0.008006945098
938	0.007969524639
939	0.007932279065
940	0.007895207558
941	0.007858309305
942	0.007821583496
943	0.007785029325
944	0.00774864599
945	0.007712432692
946	0.007676388637
947	0.007640513034
948	0.007604805096
949	0.007569264039
950	0.007533889083
951	0.007498679451
952	0.007463634372
953	0.007428753077
954	0.007394034799
955	0.007359478776
956	0.007325084252
957	0.00729085047
958	0.00725677668
959	0.007222862133
960	0.007189106086
961	0.007155507799
962	0.007122066532
963	0.007088781554
964	0.007055652133
965	0.007022677542
966	0.006989857058
967	0.00695718996
968	0.006924675532
969	0.006892313061
970	0.006860101835
971	0.006828041149
972	0.006796130298
973	0.006764368582
974	0.006732755305
975	0.006701289773
976	0.006669971294
977	0.006638799183
978	0.006607772755
979	0.006576891328
980	0.006546154226
981	0.006515560774
982	0.0064851103
983	0.006454802136
984	0.006424635618
985	0.006394610083
986	0.006364724872
987	0.00633497933
988	0.006305372804
989	0.006275904643
990	0.006246574203
991	0.006217380837
992	0.006188323908
993	0.006159402775
994	0.006130616806
995	0.006101965368
996	0.006073447832
997	0.006045063573
998	0.006016811968
999	0.005988692397
